Tweet_ID,Author_ID,Created_At,Cleaned_Tweet
1876632380720513515,982593980,2025-01-07 14:10:00+00:00,polonez işçilerinden zafer halayı gün sonra direnişleri sona erdi
1876632372403429477,1619064182862712833,2025-01-07 14:09:58+00:00,vallahi koronada bin esnaf kredisi bize çıkmaz diyip ana avrat hükümete söven arkadaş para çıkınca gidip altın aldıbizi zaten batırıp bitirmişlerde ekonomi kira gıda kendi ahlaksızlığımıza kılıf arıyoruz
1876632339704320019,1873349810063101952,2025-01-07 14:09:50+00:00,büyük değişim enerjisi var ekonomi seçim iktidar bir şekilde dönüşebilir kartlar sabırlı olun süreç sancılı güzel şeyler geliyor kulağımıza fısıldıyor zaman şeyin ilacı olacak
1876632334491066618,1672538254632157188,2025-01-07 14:09:49+00:00,şahan gökbakar ülkemizde muhalefet olmadığı kötü ekonomi pahalılığın sorumlusu olan iktidar halka pahalılığı boykot önerisinde bulundu
1876632184385044654,1866202339608002560,2025-01-07 14:09:13+00:00,kimse adaylığı kazanmak yeterli oy almadı
1876632145248272757,1729887123455823872,2025-01-07 14:09:04+00:00,ak partinin halk gözünde değerini yitirmesinin büyük nedenleri yolsuzluklar yanlış ekonomi politikaları ekonomiyi çökertip faturasını halka yüklemeleri israfın dibine vurmalarıtopluma örnek olamamalarıgörgüsüzlükşatafatkibiriki yüzlülük ahlaksızlık
1876632096048844859,1548956772362326016,2025-01-07 14:08:52+00:00,müsiad bursadan geleceğe rehberlik eden ekonomi raporu
1876632081910132922,1548956772362326016,2025-01-07 14:08:49+00:00,gıdada anlamsız zamlar son bulmalı
1876632048968097902,294188682,2025-01-07 14:08:41+00:00,eskişehirde esnaf vatandaş kan ağlıyor
1876640008494583816,435609441,2025-01-07 14:40:18+00:00,x bir hizmetle ilgili geri bildirimler genellikle pahalı olunca çözüm olarak psikoloji bilimini konuşturmuşlar önce şişirilmiş ücret söyleniyor fiyata mecburen razı olan bünyeye sonra indirimli fiyat söyleniyor böylece müşteride
1876639144920920381,1714287209887809536,2025-01-07 14:36:53+00:00,uyku maddesi ilgincime gitti ilacı bayağı merak ettim şimdiye kadar kullandığım hiçbir psikoloji ilacı farklı ilaç alarm saatinde uyanmamı sağlamadı
1876638986934071464,527841546,2025-01-07 14:36:15+00:00,sevgili yalaka trol ekonomi sadece para işi değil aynı zamanda psikoloji işidir bunu bilmeyen ekonomiden bahsetmesin sana tersini anlatayım japonyanın enflasyonu var enflasyona ihtiyacı var ancak halkı hala enflasyon olduğuna inanmıyor harcamaları artıyor
1876638178808877465,756281954849460224,2025-01-07 14:33:02+00:00,astropsikoloji venüs balık geçişine psikolojik astroloji perspektifinden baktığımızda sevgilinin idealize edildiğini görürüz freud bunu ideal benlik in yansıtılması olarak açıklamıştır birey üstün gördüğü özellik değerleri sevdiğine yansıtıp özelliklerin onda
1876638105832243552,948249698258903040,2025-01-07 14:32:45+00:00,pozitif psikoloji istismara uğrayan kişiye maruz kaldığı kötülükten ayrışmayı öğretiyor bununla kötülüğün etkilerini karşıya bırakmayı kötünün kurduğu köprüleri yıkmayı sağlıyor
1876637538703888803,1387730335409057795,2025-01-07 14:30:30+00:00,felsefe tasavvuf tarih psikoloji tiyatro
1876637370294125046,782494124305940480,2025-01-07 14:29:49+00:00,guzel got zaman ondedir psikoloji duzelir bi sekilde np
1876635840581181566,95181650,2025-01-07 14:23:45+00:00,kolay vazgeçme
1876634670743327204,2512012591,2025-01-07 14:19:06+00:00,şimdi sizinle ilginç bir kıyaslama paylaşacağım psikoloji alanındaki terapi beceri eğitimlerini yurtdışından online olarak hatta doğrudan akredite olacak şekilde alabileceğiniz linkler ekleyeceğim buraya i̇lk olarak gottman çift terapisi düzey eğitimi trde
1876634613268824493,1497914266359324672,2025-01-07 14:18:52+00:00,markaların bizim temin ettiği son ugc videonun tanes işimize yaramadı influencerlar kendi anlatımı tarzı olarak ifade ettiği videolardaki anlatımı pazarlama içeriyor psikoloji kendilerine yönlendirme metin verince bana işimizi mi öğretiynuz
1876634272939016358,1772270661529964546,2025-01-07 14:17:31+00:00,şimdi size bir önericem geleneksel tıp psikoloji teorilerinde özellikle islam tıbbında yunan tıbbında humoral patoloji demevi safravi balgami sovdavi mizaçlar bulunuyor mizaçlar insan vücudundaki dört temel sıvının kan sarı safra balgam kara safra
1876633352490631334,1822774211422904320,2025-01-07 14:13:52+00:00,klinik psikoloji masterı yapmadıysan dünyada ruh sağlığı çalışanı sayılmıyorsun hatta ülkelerde doktora şartı var özel eğitim özel öğretim kurumları arasındaki farkı anlayamadığın eğitim alanı psikolojik danışmanlığın ilişkisini anlayamıyorsun
1876632792638832901,1745765928707440640,2025-01-07 14:11:38+00:00,psikoloji okuyan sarışın bıcır bir manita bulup yolumuza bakmak lazım hayat böyle çekilmiyor
1876632715459748290,1854517557493178368,2025-01-07 14:11:20+00:00,değişik psikoloji
1876630979000856605,1746212380437073920,2025-01-07 14:04:26+00:00,hareketlere psikoloji dayanmaz hocam i̇şimiz zor
1876630630278090934,1636312061184471042,2025-01-07 14:03:03+00:00,psikoloji okurken sınavları klasik yapıp yorumlarınız bizim değerli diyen hocalarımız bize düşük not verip değersiz hissettiyor bunu hissettiren hocaların allah belasını versin
1876629815383703789,1098249600,2025-01-07 13:59:48+00:00,al sana psikolojimadem herşeyden hikmet çıkarmayı seviyor psikolojiye pek düşkünlük gösteriyorsunuz alın size hikmet
1876628936953610656,1699070644577869824,2025-01-07 13:56:19+00:00,ben vakıf üniversitesinde milyon sıralamayla psikoloji okuyanlardan değilim ruh sağlığı alanıyla ilgili muhattabım bir eğitimci olmamalı olmayacak
1876628415845183740,412125219,2025-01-07 13:54:15+00:00,getti hocam psikoloji miskoloji kalmadı
1876627636849713510,1873993828471873536,2025-01-07 13:51:09+00:00,ali babacanın düşünceleri psikoloji bozar onun yaptıklarıyla söyledikleri bir değil
1876627546730594455,1876622587033427968,2025-01-07 13:50:47+00:00,kitaplarımı ye satıyorum i̇stanbul dayım psikoloji sınıfım yurdum beyazıt tarafında yeni bir işe başladım yol ücreti kullanmam gerekiyor param kalmadı birisini henüz okumadım bile asla yıpranma yok satabilmem rt yaparak destek olur musunuz
1876627488157159738,1494379755159887876,2025-01-07 13:50:33+00:00,psikoloji ilgi duyduğum bir alandı keyifliydi okumak indirgemeci influencer pisikoloklardan öyle sıkıldım şeyin altı öyle boşaldıı itici bir alana dönüştü sosyal bilim olma niteliği yitti bunu böyle yapıyorsanız şöyledir diyor şöyle olabilir demiyor bak
1876626786639073353,1348235479725056001,2025-01-07 13:47:46+00:00,evliyim yalanını milyonlarca kişiye hitap ettiğinden sözde müslüman ülkede linç yememek adına söylemiş söylemese iyiymiş onunda hatalarından düşün bide psikoloji bölümüne başlayıp mezun bile olmadan psikoloğum zenginim siyerek tanıtıyorsun kendini yazık
1876626553523859932,1460350091399729161,2025-01-07 13:46:51+00:00,çocuklara ölüm kavramını anlatmak gerekiyor psikolojik danışman eda kahraman şenyurt konu hakkında bilgilendiriyor
1876625372198142151,3226867683,2025-01-07 13:42:09+00:00,eğlence mi milletin seks hayatı eğlence olabiliyor ilginç gerçekten üzerine psikoloji tezi yazılır konunun
1876624845691379729,1335500562138353666,2025-01-07 13:40:03+00:00,aynen öyle yazin abone olmayın yazın abone gelir bizim insanımız ters psikoloji manyağı
1876624254298718298,1777180049642250240,2025-01-07 13:37:42+00:00,ben hukuku seviyorum zorlansam hukuk seçmeseydim düşünmedim düşünseydim başka alternatifimin olduğunu düşünmüyorum sözel işliyor kafam sayısalda yapamazdım psikoloji vs bana uymazdı
1876622963241537648,1018264244423446528,2025-01-07 13:32:35+00:00,klinik psikoloji yüksek lisansı yapan var peki yok
1876622315221659667,1520445745693966337,2025-01-07 13:30:00+00:00,psikoloji bozar
1876621255375548769,1390382776831070212,2025-01-07 13:25:47+00:00,aralar psikoloji olarak iyi değiller şaşırdılar iyice
1876620577731236351,1874499252854124544,2025-01-07 13:23:06+00:00,psikoloji insan ruhunun dilidir
1876619934308196821,1325818421053972481,2025-01-07 13:20:32+00:00,psikoloji satranç dans bilim kitap mühendislik sayayım aşko sen çevreni biraz değiştir istersen
1876619243867033993,781207312421810176,2025-01-07 13:17:48+00:00,önce yolda kendi kendime konuşabilmek telefonla konuşuyormuş yaptımbenim psikoloji nanayyy
1876619101566595147,1583826515749478400,2025-01-07 13:17:14+00:00,sanatpsikolojifelsefebilimedebiyatsanatgüvercin ticareti saymamı ister misin
1876618850348741033,1623740110465294338,2025-01-07 13:16:14+00:00,dakikalık video izliyor adam tek bir yorum yapmıyor sadece galatasaray diyor gerçekten bambaşka bir psikoloji sorarsan adalet istiyorlar kodumun fenerbahçesi
1876618701904252975,796773564410187776,2025-01-07 13:15:39+00:00,körün hesabı borsanın götüne dokunan borsaya göt diyor kuyruğuna dokunan borsa kuyruktur diyor hortumuna dokunan borsa hortumdur diyor
1876618459619930486,1817848144916250624,2025-01-07 13:14:41+00:00,valla burayı kapamama kaldı gerçekten psikoloji kalmadı
1876618187900600546,1763878947953967104,2025-01-07 13:13:36+00:00,sapıklık cinsiyet değil psikoloji alakalı bir konu ayıpladığımız herşeyi bir cinsiyete hayvana muhalefete falan yükleyip kurtulma çabası
1876616875259666553,1838461101610086400,2025-01-07 13:08:23+00:00,demek sizde psikoloji meslektaşımızın suçlarına göz yumma sonuçta aynı meslegi yapıyoruz deyip türlü rüşvet suçuna göz yummak bir hainlik vatandaş bir suçunda dayak işkenceyi yapıp meslektaş olunca görmez den gelmek devlete millete ihanettir kahpeliktir net
1876616553401040977,1547287376686419971,2025-01-07 13:07:06+00:00,i̇nşallah sağlık ataması hakkında bir gelişme olur yorulduk atanma olacak beklemekten psikoloji kalmadı
1876615908820468195,1012164072215900160,2025-01-07 13:04:33+00:00,grok bizi tanıyormuş psikolojik bakış psikoloji insan davranışları üzerine derinlemesine düşünceler sunuyor psikolojik konulara olan ilginiz özellikle jungun paradokslarına dikkat çeken yaklaşımınız alanlarda geniş bir bilgiye sahip olduğunuzu gösteriyor
1876615806231970196,1012164072215900160,2025-01-07 13:04:08+00:00,grok bizi tanıyormuş psikolojik bakış psikoloji insan davranışları üzerine derinlemesine düşünceler sunuyor psikolojik konulara olan ilginiz özellikle jungun paradokslarına dikkat çeken yaklaşımınız alanlarda geniş bir bilgiye sahip olduğunuzu gösteriyor
1876615595300475141,419084520,2025-01-07 13:03:18+00:00,tarım işi ordan gözüküyor bilmiyorum tahmin edilenden zor getirisi zorlukta bir işe göre yüksek dükkan işletmek taş psikoloji ister dükkanı hafta boyunca gün açıp kapıdan bir kişi bile girmediği zaman içeri doğru sıçmaya
1876615567093956841,1751271600077373440,2025-01-07 13:03:11+00:00,benim psikoloji yerlerde
1876614963340403150,120076978,2025-01-07 13:00:47+00:00,nasılsa orada değeri bilinmeyen sey bir gün yok olur
1876614863079747687,1651180215379394561,2025-01-07 13:00:23+00:00,mutsuzluk kadınların yüzünü susuz kalmış çiçekler önce sonra doldurur nihayetinde kurutur kalk yeri̇ne yat şermi̇n yaşar şermin yaşar etkisinden çıkamıyorum belkide psikoloji sevdiğim içindir
1876610802737942709,1824472182107648000,2025-01-07 12:44:15+00:00,paranı kaybettiğinde hiçbir yitirmemiş olursun sağlığını kaybettiğinde bir şeyler yitirmiş olursun ancak karakterini kaybettiğinde şeyini yirirmiş sayılırsın
1876610540480692656,1668773142209200130,2025-01-07 12:43:13+00:00,çalıkuşu kitabından defalarca altı çizilecek bir cümle bana hak etmediğim şekilde davranan herkesle kafamda vedalaşıp bir bana ulaşamayacakları yerlerde bıraktım
1876609637710991674,1129393233124102144,2025-01-07 12:39:38+00:00,zeki demirkubuz psikoloji dans ediyor
1876609488922259631,1710652127058538496,2025-01-07 12:39:02+00:00,hafif yukarı çıkınca hepiniz boğa dersiniz bir saldırıda komplonun ağa babasını yazarsınız amk bir psikoloji yapmışlar oğlum sizlere
